video_url,username,comment,time,likes
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@gerandrean,Cara buat nya dan bikin dmn? Apa bisa di apk gemini? Dan gratis? Atau cuman bisa di Web nya?,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@evanbagus3090,kalau mencapai batas gmn bang,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@EpiHanapiah-c3k,Ko gua ga ada suara nya,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@informantunggal9749,Supaya wajah bisa diganti wajah kita gimana,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@varizzaky8377,"Cuman kok jeda waktu antara sudah habis penggunaan dan bisa lagi digunakan, lama. 🤦",2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WPid,bikin durasi video dari gemini ini durasinya bisa panjang gk bro,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@ahmadwns,"saya membuat yang pertama jadi sesui harapan. terus buat lagi kok gak ada suaranya ya bang",2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@jjsingker521,Di hp gue ngk bisa bg😢😢😢,4 hari yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@rikkk-r3f,"cara ngatasi gaada suaranya gimana ya bang, udah clear cache ganti server vpn sama aja",2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@ferrymulianto8132,Bisnis informasi bisa kontak kemana kak?,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@MuhammadAbdillah-ut5nk,wajahnya bisa diganti dengan wajah kita gak bang,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@YTChannel5758,di punyaku tidak work,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@anna-e4h9e,durasinya maksimalnya 8 detik yaa,11 hari yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@RayZyo,Jual promtnya bang,9 hari yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@arjuna3861,Ijin tanya abang...kenapa ya ko ngomong nya suka bahasa inggris..itu kesalahan dari apa nya ya,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,"Iya yg pro, tapi dpt gratis 1 bulan pertama",5 hari yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,Nah itu dia om sama ane juga di undur kmren haha,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,"Bisa om lewat HP, gratis 1 bulan cuma ada batas kreditnya.. Hrs pake VPN",2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,Tambahin pake ai faceswap om,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,"Sekali generate 8 detik, paling di edit om di sambung biar panjang",2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,"Coba donlot dulu om kadang setelah di donlot baru muncul suaranya, klo ga juga hrs generate ulang",2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,Coba donlot dulu om kadang suka keluar suara klo udh di donlot,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,Bisa wa ke no 085810134712,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,Klo di veo 3 sendiri belum bisa paling combine pake AI yang lain om faceswap gtu,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,Iya betul om,11 hari yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,Ide bagus nih haha,9 hari yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,Kadang suka gtu om ane generate ulang klo gtu,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@alminafirman5168,Kalo kita masukin gambar sample produk bisa ga ya?,8 hari yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@nhizyarachannel2165,"Bang,  gimana caranya biar bikin veo 3 tanpa limit.",2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@shczxlynqvotte,Kenapa engga warga konoha bang,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@ripaginanjar6888,"bang tolong jwb , apakah ada batasan harian bikin vidio vio 3 ,??? 🙏🙏🙏 contoh ny cuman 3 vidio sehari",12 hari yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@pencarikebenaran1909,Saya selalu tiap buat selalu gak ada suaranya 😢😢.,2 minggu yang lalu,1
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@alnajahfialaikhira2423,Bang vpn nya saya dowload harus berbayar,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@YunitaLina,Saya bikin bang tapi blm ada fitur videonya bang,7 hari yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@RajaYoutubeEV,Harus lewat pc yah bang ga bisa lewat hp,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@retailindomandiri1874,Di google gemininya ga ada logo video kenapa ya,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@gowes_gurat_garut_,Klo mukanya diubah peke muka kita bisa ga om?,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@ipung-ism7011,Ko gada suaranya ya,2 minggu yang lalu,1
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@MasBaik-u5e,Bisa pake muka kita sendiri gak bang,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@SentralStamp,bang kenapa pas saya buka gemini tidak ada tools video?,10 hari yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@harosmurtia,audio nya bang😭,8 hari yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@Xycann,Kokk punya saya bahasa inggris ya bang bicara nya,8 hari yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@arsyaandmom17,1 akun ada batasan brp jumlah generate video nggak bang?,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@MrNdey,bang ada cara supaya bisa pakai foto sendiri ngga?,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@akumasmu7708,"Ka aku udah updat ke versi pro tapi veo 3 ny koq gak muncul""",2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@budisusanto99,Apakah harus gemini pro?,7 hari yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@candrakirana1335,"Saya biat kadang gak bisa di play sama di download bg, solusi nya gimana ya",2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,Klo di veo blm bisa om,8 hari yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,Ga tau klo itu om soalnya yg pro aja di batesin hehe,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,Bahaha,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@sukasukasaya9,1 hari 2 video bang,10 hari yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@Duniabakery,Di save aja kak pas udah simpan biasanya ada suaranya,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@RajaYoutubeEV, @Duniabakery tetep ga ada kk,2 minggu yang lalu,1
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,Coba klik menu gemini di atas pindahin ke flash atau pro,7 hari yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,Bisa ko lewat hp,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@RajaYoutubeEV, @WisnuAIPro webnya apa bang ko saya mahbyg muncul gambar,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,​ @RajaYoutubeEV google Gemini om bisa instal di android,2 minggu yang lalu,1
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@RajaYoutubeEV, @WisnuAIPro klo iphone apa om saya insal google gemini di iphone bisanya cua gambar ga bisa bikin video,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,​ @RajaYoutubeEV coba liat pilihannya om hrsnya ada,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@RajaYoutubeEV, @WisnuAIPro udah bisa bang tp ga ada suaranya gmna supaya ada suaranya munculnya malah subtitle,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@albarkstore779,Gemini di saya g mucul.video,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@albarkstore779,Cuma kanvas,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,Di menu atas coba cek pindahin ke google flash atau pro,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,Kalo di veo blm bisa om hrs tambah pake ai faceswap gtu,2 minggu yang lalu,1
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@gowes_gurat_garut_,"​ @WisnuAIPro sy coba, knp ga muncul u video ya om, cm gambar aja?",2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@Zoelvizoelvi,Pke vpn baru ada suaranya,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,Coba donlot dulu om kadang suka muncul suaranya setelah di donlot,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@Mergedrealms-c7w,​ @WisnuAIPro tetep bisu..😢,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,Klo veo 3 nya blm bisa,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,Coba di menu atas pindahin ke flash atau pro gemininya,10 hari yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@varizzaky8377,Setahuku sesuai kesulitan prompt. Makin detail makin sedikit video yang bisa dibuat. Nanti ada peringatan berapa video lagi yang bisa dibuat.,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,Belum bisa om di veo cuma bisa text to video.. Paling pake aplikasi lain swap face gtu,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,Udh instal vpn nya blm?,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,Iya om tapi gratis sebulan,6 hari yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,Aga lama kadang om buat play sm donlotnya tgu aja,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@celanakolor6316,Pakai hhp bisa gk,8 hari yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@4troublez07,make ipad bisa gk bang,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@HadehHoam,Udah pake vpn kok masih veo 2 stlh di reload mas?,5 hari yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@ChirulAnitriWastuti,Berbayar ya bwangg,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@irfanofficial96k,Mau tanya wajah nya itu diambil dri orng asli kah?,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@zulhamdi639,Bisa Ndak pakai HP,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@kardiansyah3844,Bang tanya saya setiap bikin kok suaranya gak muncul ya hanya video saja😢,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@sigit7468,Tombol Video nya kok gak nampil ya,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@yudiG01,suaranya sakit banget di telinga,6 hari yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@kayla-salsa,Durasi berapa detik?,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@jakaprojek0579,Maksimal berapa video bang,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@yondatau1054,Di gue kok tetap ngk bisa ya aktif yang videonya udah pake vpn lagi anjir apa yg salah,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@Jakantod,Cara daftar  gratis Veo 3 harus pake kartu credit gmn cara nya bikin kartu kredit ya 😂,2 minggu yang lalu (diedit),0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@zulkiflialfayed2948,video saya cmn 8 detik bisa nggk jadi panjang,13 hari yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@gamersbaper9619,bang mic lu kenapa,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@astutiastuti4957,Hasil vidio kadang bahasa inggris bang.,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@ehau6596,Gemini ku gabisa bikin video,9 hari yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@adipatiblues30,Gw udh pake vpn tetep aja gk ada suaranya bang,2 hari yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@soccer8862,Kadang veo 3 gda suara gmna tuh bang,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@ennysuciati9541,"Ambil karakter artis, bisa gak",2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,Bisa om,8 hari yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,Hrsnya bisa,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,Lokasi vpnnya pastiin Amerika om,5 hari yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,Bisa om,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@smpn1polewali,Saya juga engga ada suaranya maslahnya di mana,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@abdik21,"Di utak atik VPNnya kak gonta ganti server , sampe dapet veo 3 , kalo Aku biasa kalo ga singapure france",2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,Harusnya ada coba cek lagi,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,Maap om,6 hari yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,8 detik skali generate,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,Skitar 8 atau 10 gtu.. Abis itu di suruh tgu beberapa hari lagi,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,Udh update ke pro blm om? Klo blm update dulu ga kena biaya ko gratis 1 bulan,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,Pake gopay bisa om lewat android,2 minggu yang lalu,1
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@Jakantod,"Oke, saya akan coba buat kartu kredit nya 😊 ​ @WisnuAIPro ",2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@Aaron_Rhony,Maksimal 8 detik emang bro,13 hari yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,Iya euy kaya ada feedback gtu dr spekernya baru ngeuh,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,Iya om kadang suka gtu haha,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,Bisa om,8 hari yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,Veo 3 apa 2 om?,2 hari yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@adipatiblues30,"Veo 2,,nah cara biar jadi veo 3 gmn bang ​ @WisnuAIPro ",2 hari yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,​ @adipatiblues30 upgrade ke pro om gratis 1 bukan kok,2 hari yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,"Iya om ane juga pernah gtu, coba donlot aja suka muncul pas abis donlot, klo ga harus generate ulang",2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@SisterFinance,Yang ngga ada suara veo2 bang.,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,Belum bisa sekarang sih,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@BenyYneb,Bisa gratis gak,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,​ @BenyYneb gratis 1 bulan om,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@chikojeremy3900,"iya itu terkait potensi penyalahgunaan, biasanya memang AI tdk mau memproses , kalau sekedar mirip bisa",2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@goodoldgamingyoutuber6371," @WisnuAIPro  Aku peragain punyamu. Tapi kok ngomongnya pake bahasa Inggris, bukan bahasa Indonesia?",2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,"​ @goodoldgamingyoutuber6371 nah itu kadang suka gitu di video ini juga ada contoh yg jadinya bahasa Inggris, jadi emang kadang hrs beberapa kali generate",2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@gisel934,"Bang, Harus berbayar bikin video ini ya",2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@LUTFIADIMZ,Gemininya bayar,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@Wahitaja,BG gua buat vidio TPI GK ada suara ny bg,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@RizkyAnggoro-f3p,Cara berbayar gmna bang biar ga ada limit nya,6 hari yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@SintaHerina-g8s,Kok guw malh gambar doang,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@Miya-138,Bang kok ada limit pembuat video ya,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@Musik-u8t,"Gratis kah bang, dan berapa kreditnya",2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@sumardiaj5429,prompt nya apa bang ?,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@acofficial5249,Gak gratisan...,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@Kurniarezia,Saya buat 2x kok pakai bahasa inggris ya bang,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@antonysamudra07,"Lama lama orang tidak di butuhkan lagi untuk mempromosikan produk, hemat biaya bayar orang publik figur semakin nganggur.😂",3 hari yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@afandimamat8246,BEO 3 Gratis apa bayar ini bang,9 hari yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@ramayudha42,bahasa ny inggris terus,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@RistoryID,"Bang, ini kok saya udah langganan Pro kenapa dibatasi ya buat videonya jadi harus buat lagi tangga 17 nanti, rugi ya udah bayar tapi masih di batasi",2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@teamkreditan7533,Kalo udah sebulan kepotong langsung ya 300ribuan bang??,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@opnovan652,Bikin di web kok ga ada suara y klo di app nya muncul,2 hari yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@sintanuramalia1949,bang gak muncul opsi video nya itu kenapa bang,2 hari yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@adplayprojeck6777,promptnya bng,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@hermanpolo1632,Saya bikin kok nga ada suara nya bang,11 hari yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@antorh7959,"pakai VPN, pastikan videonya sudah ke veo 3",2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,Tetep ada limit om kayanya buat bulan pertama krna gratis kayanya 1 bulan,5 hari yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,Iya ada.. Krna gratis kali yah hehe,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@Miya-138,Padahal pake yg berbayar tapi di kasih limit 6 video perhari ​ @WisnuAIPro ,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@indrapurnama6181, @Miya-138  berapa bayarnya gitu?,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,Gratis 1 bulan om tapi ada batas kreditnya,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,Ada di videonya om,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,Nah kadang suka gitu hehe ane juga sama hrs beberapa kali generate,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,Haha bisa jadi om,2 hari yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,Yg pro om cuma gratis 1 bulan,8 hari yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@RistoryID,"baru sampe akhir nonton videonya ternyata sama aja ya, berarti harus langganan akun baru lagi. makasih bang ya, laris terus tahu gejrot mama sultannya",2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,Hahaha trims om,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,Iya om tetep kena limit karna masih gratis 1 bulan juga kali jadi giliran,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@ilham-tv, @WisnuAIPro   saya yg berbayar pun dibatasi,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@dzikriahadwaahmad1609,G keluar suara padahal sudah veo 3,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,Sebelum akhir bulan di unsub om biar ga kepotong,2 minggu yang lalu,1
https://youtu.be/EHoQ2n4qGrQ?si=jVuYpWdztYDQ60nT,@ibink87,Ini yg lagi viral.. veo 3.. trims atas infonya...,2 minggu yang lalu,1
https://youtu.be/EHoQ2n4qGrQ?si=jVuYpWdztYDQ60nT,@Xxxxxx-beh,Kedua semoga nular 🤲,2 minggu yang lalu,0
https://youtu.be/EHoQ2n4qGrQ?si=jVuYpWdztYDQ60nT,@lagudahulu,semoga dimudahkan 🔥,2 minggu yang lalu,0
https://youtu.be/EHoQ2n4qGrQ?si=jVuYpWdztYDQ60nT,@Aboutmusic93,Baru 😢coba Voucernya sdh habis yaa bang....mau gabung....,2 minggu yang lalu,1
https://youtu.be/EHoQ2n4qGrQ?si=jVuYpWdztYDQ60nT,@MRWN139,"Aku affiliate pake ai Veo 2 baru 1 minggu itupun gak konsisten tapi gak pernah kena pl sekalipun Terus ada 1 vt yang kena gmv max  hampir 200 ribu tanyangan padahal cuman iseng 😂",10 hari yang lalu,0
https://youtu.be/EHoQ2n4qGrQ?si=jVuYpWdztYDQ60nT,@salsabilabila-l1l,Saya bisa dapatkan veo 3 gratis 15 bulan sayangnya ada pembatasan,2 minggu yang lalu,1
https://youtu.be/EHoQ2n4qGrQ?si=jVuYpWdztYDQ60nT,@tonicop8729,saya pakai veo 3 buat hook di awal video aja. di AI expand pakai capcut.,2 minggu yang lalu,0
https://youtu.be/EHoQ2n4qGrQ?si=jVuYpWdztYDQ60nT,@Notimposible-2024,Ini nih,2 minggu yang lalu,0
