username,comment,time,likes,sentimen,kepercayaan
@albarkstore779,Gemini di saya g mucul.video,2 minggu yang lalu,0,netral,0.9128520488739014
@albarkstore779,Cuma kanvas,2 minggu yang lalu,0,positif,0.8455132842063904
@smpn1polewali,Saya juga engga ada suaranya maslahnya di mana,2 minggu yang lalu,0,positif,0.9944531321525574
@abdik21,"Di utak atik VPNnya kak gonta ganti server , sampe dapet veo 3 , kalo
Aku biasa kalo ga singapure france",2 minggu yang lalu,0,netral,0.9539353847503662
@WisnuAIPro,Pake gopay bisa om lewat android,2 minggu yang lalu,1,netral,0.9968442916870117
@Jakantod,"Oke, saya akan coba buat kartu kredit nya 😊 ​ @WisnuAIPro ",2 minggu yang lalu,0,netral,0.9956243634223938
@WisnuAIPro,Belum bisa om di veo cuma bisa text to video.. Paling pake aplikasi lain swap face gtu,2 minggu yang lalu,0,netral,0.954308807849884
@Zoelvizoelvi,Pke vpn baru ada suaranya,2 minggu yang lalu,0,netral,0.98377925157547
@WisnuAIPro,Coba donlot dulu om kadang suka muncul suaranya setelah di donlot,2 minggu yang lalu,0,netral,0.9598411917686462
@Mergedrealms-c7w,​ @WisnuAIPro tetep bisu..😢,2 minggu yang lalu,0,positif,0.9918791055679321
@WisnuAIPro,Klo veo 3 nya blm bisa,2 minggu yang lalu,0,netral,0.9862321019172668
@WisnuAIPro,Aga lama kadang om buat play sm donlotnya tgu aja,2 minggu yang lalu,0,positif,0.8215608596801758
@WisnuAIPro,Harusnya ada coba cek lagi,2 minggu yang lalu,0,netral,0.9932275414466858
@WisnuAIPro,Klo di veo blm bisa om,7 hari yang lalu,0,netral,0.9844893217086792
@WisnuAIPro,Coba di menu atas pindahin ke flash atau pro gemininya,9 hari yang lalu,0,netral,0.994318425655365
@WisnuAIPro,"Bisa om lewat HP, gratis 1 bulan cuma ada batas kreditnya.. Hrs pake VPN",2 minggu yang lalu,0,netral,0.9935423135757446
@WisnuAIPro,Udh instal vpn nya blm?,2 minggu yang lalu,0,netral,0.9573769569396973
@WisnuAIPro,Kalo di veo blm bisa om hrs tambah pake ai faceswap gtu,2 minggu yang lalu,1,netral,0.9663012623786926
@gowes_gurat_garut_,"​ @WisnuAIPro sy coba, knp ga muncul u video ya om, cm gambar aja?",2 minggu yang lalu,0,netral,0.9004427194595337
@kayla-salsa,Durasi berapa detik?,2 minggu yang lalu,0,netral,0.6216757893562317
@arsyaandmom17,1 akun ada batasan brp jumlah generate video nggak bang?,2 minggu yang lalu,0,netral,0.9848672747612
@budisusanto99,Apakah harus gemini pro?,6 hari yang lalu,0,netral,0.9231799840927124
@alnajahfialaikhira2423,Bang vpn nya saya dowload harus berbayar,2 minggu yang lalu,0,positif,0.8742712140083313
@gamersbaper9619,bang mic lu kenapa,2 minggu yang lalu,0,positif,0.9908221960067749
@4troublez07,make ipad bisa gk bang,2 minggu yang lalu,0,netral,0.9829927086830139
@celanakolor6316,Pakai hhp bisa gk,7 hari yang lalu,0,netral,0.990911066532135
@yudiG01,suaranya sakit banget di telinga,5 hari yang lalu,0,positif,0.9977099895477295
@HadehHoam,Udah pake vpn kok masih veo 2 stlh di reload mas?,4 hari yang lalu,0,netral,0.5033627152442932
@zulhamdi639,Bisa Ndak pakai HP,2 minggu yang lalu,0,netral,0.9758702516555786
@irfanofficial96k,Mau tanya wajah nya itu diambil dri orng asli kah?,2 minggu yang lalu,0,netral,0.6187638640403748
@adipatiblues30,Gw udh pake vpn tetep aja gk ada suaranya bang,1 hari yang lalu,0,positif,0.9836010336875916
@yondatau1054,Di gue kok tetap ngk bisa ya aktif yang videonya udah pake vpn lagi anjir apa yg salah,2 minggu yang lalu,0,positif,0.975271999835968
@astutiastuti4957,Hasil vidio kadang bahasa inggris bang.,2 minggu yang lalu,0,positif,0.49876365065574646
@zulkiflialfayed2948,video saya cmn 8 detik bisa nggk jadi panjang,12 hari yang lalu,0,netral,0.5705986618995667
@jakaprojek0579,Maksimal berapa video bang,2 minggu yang lalu,0,netral,0.9809312224388123
@soccer8862,Kadang veo 3 gda suara gmna tuh bang,2 minggu yang lalu,0,positif,0.8103011846542358
@ehau6596,Gemini ku gabisa bikin video,8 hari yang lalu,0,positif,0.9722065329551697
@ennysuciati9541,"Ambil karakter artis, bisa gak",2 minggu yang lalu,0,netral,0.9713920950889587
@Musik-u8t,"Gratis kah bang, dan berapa kreditnya",2 minggu yang lalu,0,netral,0.8630338311195374
@WisnuAIPro,8 detik skali generate,2 minggu yang lalu,0,netral,0.970088005065918
@varizzaky8377,Setahuku sesuai kesulitan prompt. Makin detail makin sedikit video yang bisa dibuat. Nanti ada peringatan berapa video lagi yang bisa dibuat.,2 minggu yang lalu,0,netral,0.9704967737197876
@WisnuAIPro,Iya om tapi gratis sebulan,5 hari yang lalu,0,netral,0.7299560308456421
@WisnuAIPro,Iya euy kaya ada feedback gtu dr spekernya baru ngeuh,2 minggu yang lalu,0,netral,0.4535452723503113
@WisnuAIPro,Hrsnya bisa,2 minggu yang lalu,0,netral,0.9521273970603943
@WisnuAIPro,Bisa om,7 hari yang lalu,0,netral,0.860271692276001
@WisnuAIPro,Maap om,5 hari yang lalu,0,positif,0.9910639524459839
@WisnuAIPro,Lokasi vpnnya pastiin Amerika om,4 hari yang lalu,0,netral,0.8599217534065247
@WisnuAIPro,Bisa om,2 minggu yang lalu,0,netral,0.860271692276001
@WisnuAIPro,Veo 3 apa 2 om?,23 jam yang lalu,0,positif,0.8695997595787048
@adipatiblues30,"Veo 2,,nah cara biar jadi veo 3 gmn bang ​ @WisnuAIPro ",23 jam yang lalu,0,netral,0.6855553388595581
@WisnuAIPro,​ @adipatiblues30 upgrade ke pro om gratis 1 bukan kok,23 jam yang lalu,0,netral,0.9502545595169067
@WisnuAIPro,Udh update ke pro blm om? Klo blm update dulu ga kena biaya ko gratis 1 bulan,2 minggu yang lalu,0,netral,0.9681899547576904
@WisnuAIPro,Iya om kadang suka gtu haha,2 minggu yang lalu,0,negatif,0.8536004424095154
@Aaron_Rhony,Maksimal 8 detik emang bro,12 hari yang lalu,0,netral,0.791491687297821
@WisnuAIPro,Skitar 8 atau 10 gtu.. Abis itu di suruh tgu beberapa hari lagi,2 minggu yang lalu,0,netral,0.9227866530418396
@WisnuAIPro,"Iya om ane juga pernah gtu, coba donlot aja suka muncul pas abis donlot, klo ga harus generate ulang",2 minggu yang lalu,0,netral,0.9627381563186646
@SisterFinance,Yang ngga ada suara veo2 bang.,2 minggu yang lalu,0,positif,0.9821213483810425
@WisnuAIPro,Bisa om,7 hari yang lalu,0,netral,0.860271692276001
@WisnuAIPro,Belum bisa sekarang sih,2 minggu yang lalu,0,positif,0.9721193909645081
@BenyYneb,Bisa gratis gak,2 minggu yang lalu,0,negatif,0.5139191150665283
@WisnuAIPro,​ @BenyYneb gratis 1 bulan om,2 minggu yang lalu,0,netral,0.5212073922157288
@chikojeremy3900,"iya itu terkait potensi penyalahgunaan, biasanya memang AI tdk mau memproses , kalau sekedar mirip bisa",2 minggu yang lalu,0,netral,0.6013365983963013
@goodoldgamingyoutuber6371," @WisnuAIPro  Aku peragain punyamu. Tapi kok ngomongnya pake bahasa Inggris, bukan bahasa Indonesia?",2 minggu yang lalu,0,positif,0.9931843876838684
@WisnuAIPro,"​ @goodoldgamingyoutuber6371 nah itu kadang suka gitu di video ini juga ada contoh yg jadinya bahasa Inggris, jadi emang kadang hrs beberapa kali generate",2 minggu yang lalu,0,netral,0.7899887561798096
@WisnuAIPro,Gratis 1 bulan om tapi ada batas kreditnya,2 minggu yang lalu,0,netral,0.9516237378120422
@gisel934,"Bang, Harus berbayar bikin video ini ya",2 minggu yang lalu,0,netral,0.5597963929176331
@Wahitaja,BG gua buat vidio TPI GK ada suara ny bg,2 minggu yang lalu,0,positif,0.9776824116706848
@RizkyAnggoro-f3p,Cara berbayar gmna bang biar ga ada limit nya,4 hari yang lalu,0,positif,0.9150968790054321
@sumardiaj5429,prompt nya apa bang ?,2 minggu yang lalu,0,positif,0.8864356875419617
@Miya-138,Bang kok ada limit pembuat video ya,2 minggu yang lalu,0,positif,0.6557865738868713
@LUTFIADIMZ,Gemininya bayar,2 minggu yang lalu,0,negatif,0.5895251631736755
@Kurniarezia,Saya buat 2x kok pakai bahasa inggris ya bang,2 minggu yang lalu,0,netral,0.9876537919044495
@SintaHerina-g8s,Kok guw malh gambar doang,2 minggu yang lalu,0,positif,0.9935939908027649
@acofficial5249,Gak gratisan...,2 minggu yang lalu,0,positif,0.9915522336959839
@afandimamat8246,BEO 3 Gratis apa bayar ini bang,8 hari yang lalu,0,positif,0.9869978427886963
@antonysamudra07,"Lama lama orang tidak di butuhkan lagi untuk mempromosikan produk, hemat biaya bayar orang publik figur semakin nganggur.😂",2 hari yang lalu,0,positif,0.9759910702705383
@ramayudha42,bahasa ny inggris terus,2 minggu yang lalu,0,positif,0.6416873335838318
@RistoryID,"Bang, ini kok saya udah langganan Pro kenapa dibatasi ya buat videonya jadi harus buat lagi tangga 17 nanti, rugi ya udah bayar tapi masih di batasi",2 minggu yang lalu,0,positif,0.9928007125854492
@teamkreditan7533,Kalo udah sebulan kepotong langsung ya 300ribuan bang??,2 minggu yang lalu,0,netral,0.9511293768882751
@opnovan652,Bikin di web kok ga ada suara y klo di app nya muncul,1 hari yang lalu,0,positif,0.8420194387435913
@sintanuramalia1949,bang gak muncul opsi video nya itu kenapa bang,1 hari yang lalu,0,positif,0.5195978283882141
@adplayprojeck6777,promptnya bng,2 minggu yang lalu,0,negatif,0.8915548324584961
@hermanpolo1632,Saya bikin kok nga ada suara nya bang,10 hari yang lalu,0,positif,0.970933735370636
@antorh7959,"pakai VPN, pastikan videonya sudah ke veo 3",2 minggu yang lalu,0,netral,0.997835099697113
@WisnuAIPro,Tetep ada limit om kayanya buat bulan pertama krna gratis kayanya 1 bulan,4 hari yang lalu,0,negatif,0.46887677907943726
@WisnuAIPro,Ada di videonya om,2 minggu yang lalu,0,netral,0.985704779624939
@WisnuAIPro,Iya ada.. Krna gratis kali yah hehe,2 minggu yang lalu,0,netral,0.5632327795028687
@Miya-138,Padahal pake yg berbayar tapi di kasih limit 6 video perhari ​ @WisnuAIPro ,2 minggu yang lalu,0,positif,0.8289815187454224
@indrapurnama6181, @Miya-138  berapa bayarnya gitu?,2 minggu yang lalu,0,positif,0.5132932662963867
@WisnuAIPro,Nah kadang suka gitu hehe ane juga sama hrs beberapa kali generate,2 minggu yang lalu,0,netral,0.9482510685920715
@WisnuAIPro,Yg pro om cuma gratis 1 bulan,7 hari yang lalu,0,netral,0.6982022523880005
@WisnuAIPro,Haha bisa jadi om,1 hari yang lalu,0,negatif,0.5285595655441284
@RistoryID,"baru sampe akhir nonton videonya ternyata sama aja ya, berarti harus langganan akun baru lagi. makasih bang ya, laris terus tahu gejrot mama sultannya",2 minggu yang lalu,0,negatif,0.994528591632843
@WisnuAIPro,Hahaha trims om,2 minggu yang lalu,0,negatif,0.8955669403076172
@WisnuAIPro,Iya om tetep kena limit karna masih gratis 1 bulan juga kali jadi giliran,2 minggu yang lalu,0,netral,0.49456775188446045
@ilham-tv, @WisnuAIPro   saya yg berbayar pun dibatasi,2 minggu yang lalu,0,netral,0.9197766780853271
@dzikriahadwaahmad1609,G keluar suara padahal sudah veo 3,2 minggu yang lalu,0,positif,0.9380602836608887
@WisnuAIPro,Sebelum akhir bulan di unsub om biar ga kepotong,2 minggu yang lalu,1,netral,0.9862306714057922
